listing_id,raw_output
11," {
  ""TUV"": ""HU/AU neu"",
  ""Service_Heft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""Abstandsregeltempomat"": true,
  ""Matrix-LED_MULTIBEAM"": true,
  ""Klimaautomatik"": {
    ""4-Zonen"": false,
    ""2-Zonen"": true,
    ""THERMOTRONIC"": false
  },
  ""Burmester"": {
    ""3D"": true,
    ""Standard"": false
  },
  ""AMG Line"": true,
  ""Pano"": true,
  ""Getriebe"": ""Automatik"",
  ""Technik"": [
    ""Allrad"",
    ""Adaptives Daempfungssystem"",
    ""Partikelfilter"",
    ""Start-Stop-Automatik"",
    ""Luftfederung""
  ],
  ""Assistenten"": [
    ""Müdigkeitserkennung"",
    ""Park-Lenk-Assistent"",
    ""Regensensor"",
    ""Lichtsensor"",
    ""Notbremsassistent"",
    ""Berganfahrassistent"",
    ""Abstands-/Kollisionswarner""
  ],
  ""Komfort"": [
    ""Servolenkung"",
    ""Zentralverriegelung"",
    ""Elektrischer Fensterheber"",
    ""Lederausstattung"",
    ""Elektrische Aussenspiegel"",
    ""Teilbare Ruecksitzlehne"",
    ""Tempomat"",
    ""Multifunktionslenkrad"",
    ""Elektrische Sitze"",
    ""Innenspiegel autom. abblendbar"",
    ""Mittelarmlehne"",
    ""Lenksaeule einstellbar"",
    ""ParkDistanceControl vorne und hinten"",
    ""Elektrische Heckklappe"",
    ""Ambientebeleuchtung"",
    ""Lederlenkrad"",
    ""Klimaautomatik-2-Zonen""
  ],
  ""Sicht"": [
    ""LED-Hauptscheinwerfer"",
    ""adaptives Kurvenlicht"",
    ""LED-Tagfahrlicht"",
    ""LED-Rueckleuchten"",
    ""Nebelscheinwerfer"",
    ""Scheinwerferregulierung"",
    ""Colorverglasung"",
    ""Aussenspiegel beheizbar"",
    ""Rückfahrkamera"",
    ""Privacyverglasung""
  ],
  ""Sicherheit"": [
    ""ABS"",
    ""Airbag"",
    ""Beifahrer-Airbag"",
    ""Wegfahrsperre"",
    ""Seitenairbags"",
    ""Alarmanlage"",
    ""ESP"",
    ""Antriebsschlupfregelung"",
    ""Reifendruckkontrolle"",
    ""Traktionskontrolle"",
    ""Kopfairbag"",
    ""Knieairbag"",
    ""Kindersitzbefestigung"",
    ""Notrufsystem"",
    ""Notrad""
  ],
  ""Entertainment"": [
    ""Navigationssystem"",
    ""Radio"",
    ""MP3"",
    ""Bluetooth"",
    ""Freisprecheinrichtung""
  ],
  ""Umwelt"": ""Abgasnorm Euro 6, Grüne Umweltplakette"",
  ""Sonstiges"": [
    ""Katalysator"",
    ""Schiebedach"",
    ""Metallic"",
    ""Alufelgen"",
    ""Holzausstattung"",
    ""Dachreling"",
    ""ElektrischesPanoramadach"",
    ""Sportpaket"",
    ""Elektrische Parkbremse"",
    ""Fahrerprofilauswahl""
  ],
  ""Weiteres"": [
    ""LM-Felgen"",
    ""Antriebs-Schlupfregelung (ASR)"",
    ""Antriebsart: Allradantrieb"",
    ""Scheibenwischer mit Regensensor"",
    ""Lenkrad mit Multifunktion"",
    ""Isofix-Aufnahmen für Kindersitz an Rücksitz"",
    ""Heckleuchten LED"",
    ""Außenspiegel elektr. verstell- und heizbar, beide"",
    ""Klimaautomatik (Thermatic 2-Zonen)"",
    ""Knieairbag Fahrerseite"",
    ""Kopf-Airbag-System (Windowbag)"",
    ""Lenksäule (Lenkrad) mechan. verstellbar"",
    ""Reifendruck-Kontrollsystem"",
    ""Rußpartikelfilter"",
    ""Seitenairbag (Sidebag) vorn"",
    ""Sitze vorn elektr. verstellbar"",
    ""Seitenscheiben hinten und Heckscheibe abgedunkelt"",
    ""Navigationsmodul Garmin MAP PILOT"",
    ""Reserverad als Notrad"",
    ""Panorama-Schiebedach"",
    ""Audiosystem Audio 20 mit Vorbereitung Garmin MAP PILOT"",
    ""Airbag Fahrer-/Beifahrerseite"",
    ""Anti-Blockier-System (ABS)"",
    ""Wegfahrsperre"",
    ""Mittelarmlehne vorn mit Fach"",
    ""Rücksitzlehne geteilt / klappbar"",
    ""Mercedes-Benz Notrufsystem""
  ],
  ""Int.KnNr"": ""A726294""
}"
12," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service_A_neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima_hinten"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_Standard"": true,
  ""AMG_Line"": true,
  ""Pano"": true,
  ""Additional_Features"": {
    ""Abgasanlage"": ""2-flutig"",
    ""Adaptives_Bremslicht"": true,
    ""Airbag"": ""Fahrer-/Beifahrerseite"",
    ""Aktive_Motorhaube"": true,
    ""ASR"": true,
    ""Antriebsart"": ""Allradantrieb"",
    ""Armaturentafel_Oberteil"": ""Ledernachbildung Artico"",
    ""Außenspiegel_elektr._verstell-und_heizbar"": true,
    ""Außenspiegel_Wagenfarbe"": true,
    ""Blinkleuchte_in_Außenspiegel_integriert"": true,
    ""Dachreling"": ""Aluminium"",
    ""Design_und_Ausstattungslinie"": ""Standard"",
    ""elektronisches_Traktionssystem"": ""(ETS)"",
    ""Fahrassistenz_System"": [
      ""Agility Select / Dynamic Select (Fahrmodusschalter)"",
      ""aktiver Bremsassistent"",
      ""Attention-Assist (Müdigkeitserkennungs-Sensor)"",
      ""Bergabfahrkontrolle (Downhill-Speed-Regulation)"",
      ""Berganfahrhilfe"",
      ""Seitenwind-Assistent""
    ],
    ""Fensterheber"": ""elektrisch vorn + hinten"",
    ""Feststellbremse"": ""elektrisch"",
    ""Gepäcknetz_/Tasche_an_Vordersitzlehne"": true,
    ""Gepäckraumabdeckung_/Rollo"": true,
    ""Handschuhfach_mit_Kühlfunktion"": true,
    ""Heckklappe"": ""mit automatischem Öffnungs- und Schließsystem"",
    ""Heckleuchten_LED"": true,
    ""Infotainment_System"": ""Mercedes me connect"",
    ""Isofix_Aufnahmen"": true,
    ""Karosserie"": ""5-türig"",
    ""Knieairbag_Fahrerseite"": true,
    ""Kopf-Airbag-System"": ""Windowbag"",
    ""Lenkrad_mit_Multifunktion"": true,
    ""Lenksäule_(Lenkrad)_mechan._verstellbar"": true,
    ""LM-Felgen"": true,
    ""Mercedes-Benz_Notrufsystem"": true,
    ""Mittelarmlehne_hinten"": true,
    ""Motor"": ""3.0 Ltr. - 245 kW KAT"",
    ""PRE-SAFE-System"": true,
    ""Radstand"": ""3075 mm"",
    ""Reifendruck-Kontrollsystem"": true,
    ""Rücksitzlehne_geteilt_/klappbar"": true,
    ""Schadstoffarm_nach_Abgasnorm_Euro_6"": true,
    ""Seitenairbag_vorn"": true,
    ""Sitze_vorn_elektr._verstellbar"": true,
    ""Sonnenblenden_mit_Spiegel_(beleuchtet)"": true,
    ""Start/Stop-Anlage"": true,
    ""Steckdose_(12V-Anschluß)"": true,
    ""Unterfahrschutz"": true,
    ""Wärmeschutzverglasung"": true
  }
}"
13," {
  ""TEIL 1"": {
    ""TÜV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""TEIL 2"": {
    ""DISTRONIC, ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
    ""MULTIBEAM, ILS"": ""Matrix-LED / MULTIBEAM"",
    ""4-Zonen, THERMOTRONIC, Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
    ""2-Zonen, THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
    ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
    ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
    ""AMG Line"": ""AMG Line"",
    ""Pano"": ""Panorama-Schiebedach""
  }
}"
14," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""AMG Line"": true,
  ""Pano"": true,
  ""360-Kamera"": true,
  ""Abstands-Pilot DISTRONIC mit Lenk-Pilot"": true,
  ""Lenk-Assistent"": true,
  ""BAS PLUS"": true,
  ""Aktiver Brems-Assistent mit Kreuzungsfunktion"": true,
  ""Aktiver Spurhalte-Assistent"": true,
  ""Verkehrszeichen-Assistent"": true,
  ""Park-Pilot"": true,
  ""Aktiver Totwinkel-Assistent"": true,
  ""9G-TRONIC"": true,
  ""ECO Start-Stopp-Funktion"": true,
  ""Anhängevorrichtung mit ESP Anhängerstabilisierung"": true,
  ""Dieselpartikelfilter"": true,
  ""Diesel-Abgasreinigungsanlage BlueTEC inklusive AdBlue Behälter"": true,
  ""Fahrwerk mit adaptivem Dämpfungssystem"": true,
  ""Schiebedach"": true,
  ""Android Auto"": true,
  ""Apple CarPlay"": true,
  ""Außen- u. Innenspiegel autom. abblendbar"": true,
  ""Wärmedämmend dunkel getöntes Glas"": true,
  ""Adaptiver Fernlicht-Assistent Plus"": true,
  ""LED Intelligent Light System"": true,
  ""Umfeldbeleuchtung mit Projektion des Markenlogos"": true,
  ""Reifendruckkontrolle"": true,
  ""50,8 cm (20”) Leichtmetallräder im 5-Doppelspeichen-Design"": true,
  ""Sommerreifen"": true,
  ""Automatische Beifahrerairbag-Abschaltung"": true,
  ""Einbruch- und Diebstahlwarnanlage (EDW)"": true,
  ""Sidebags im Fond"": true,
  ""Kneebag"": true,
  ""Außenspiegel elektrisch anklappbar"": true,
  ""Dachträger für Dachaufbauten"": true,
  ""EASY-PACK Heckklappe"": true,
  ""Kommunikationsmodul (UMTS) für die Nutzung von Mercedes me connect Diensten"": true,
  ""Digitales Extra: Vorrüstung für Live Traffic Information"": true,
  ""Digitales Extra: Smartphone Integration"": true
}"
15," {
  ""TUV"": ""HU/AU 10.2026 auf Wunsch ab Kauf neu gg. Aufpreis"",
  ""Scheckheft"": ""Keine Angabe"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""5 Jahre Gebrauchtwagengarantie in Finanzierung enthalten"",
  ""Unfallfrei"": ""true"",
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_(Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": {
    ""Night-Paket"": true,
    ""Akte darauf, ob auch Night-Paket erwähnt wird!"": true
  },
  ""Pano"": ""Panorama-Schiebedach""
}"
16," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
17," {
  ""tuv"": true,
  ""scheckheft"": true,
  ""bereifung"": {
    ""count"": ""8"",
    ""type"": ""Allwetterreifen""
  },
  ""garantie"": 24,
  ""unfallfrei"": true,
  ""mangel"": {
    ""list"": [""Steinschlag Frontscheibe"", ""Felge zerkratzt"", ""Delle""]
  },
  ""ausstattung"": {
    ""abstandsregeltempomat"": true,
    ""matrixled"": true,
    ""klimaautomatik"": {
      ""zone"": 4,
      ""thermotronic"": true
    },
    ""burmester_3d"": true,
    ""amg_line"": true,
    ""panorama_schiebedach"": true,
    ""park_paket"": true,
    ""adaptives_bremslicht"": true,
    ""airbag"": {
      ""driver"": true,
      ""passenger"": true
    },
    ""aktive_motorhaube"": true,
    ""asr"": true,
    ""ets"": true,
    ""active_bremsassistent"": true,
    ""attention_assist"": true,
    ""downhill_speed_regulation"": true,
    ""berganfahrhilfe"": true,
    ""seitenwind_assistent"": true,
    ""elektrische_fensterheber"": true,
    ""gepäcknetz"": true,
    ""mercedes_me_connect"": true,
    ""isofix"": true,
    ""lm_felgen"": true,
    ""pre_safe_system"": true,
    ""wärmeschutzverglasung"": true
}
}"
18," {
  ""TÜV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""Burmester (Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Audio-Navigationssystem"": ""COMAND Online"",
  ""Fahrassistenz-Paket Plus"": true,
  ""Intelligent Light System LED"": true,
  ""Park-Paket"": true,
  ""Zusatzheizung (Standheizung)"": true,
  ""Anhängerkupplung (Kugelkopf schwenkbar)"": true,
  ""Keyless-Go Startanlage und Zentralverriegelung"": true,
  ""Memory-Paket"": true,
  ""Metallic-Lackierung"": true,
  ""Sound-System Harman-Kardon mit Logic7-Surround-System"": true,
  ""Trittbretter seitlich (Aluminium)"": true,
  ""Spiegel-Paket"": true,
  ""Night-Paket"": true,
  ""Sitzheizung hinten"": true,
  ""Sitzheizung vorn"": true,
  ""Ambiente-Beleuchtung"": true,
  ""Verbundsicherheitsglas VSG, 1.Reihe"": true,
  ""Getränkehalter mit Kühlfunktion / Wärmefunktion"": true,
  ""Fernbedienung für Standheizung / Zusatzheizung"": true,
  ""Vorrüstung Entertainment-System im Fond"": true,
  ""Innenausstattung: Holz Pappel"": true,
  ""Fahrassistenz-System: Fernlichtassistent Adaptive plus"": true,
  ""Reifen-Reparaturset (Tirefit)"": false,
  ""ANHAENGEVORRICHTUNG"": false,
  ""Airbag Fahrer-/Beifahrerseite"": true,
  ""Antriebs-Schlupfregelung (ASR)"": true,
  ""elektronisches Traktionssystem (ETS)"": true,
  ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
  ""Knieairbag Fahrerseite"": true,
  ""Kopf-Airbag-System (Windowbag)"": true,
  ""Seitenairbag (Sidebag) vorn"": true,
  ""Directlenkung mit variabler Lenkkraft-Unterstützung"": true,
  ""Start/Stop-Anlage"": true,
  ""Wegfahrsperre"": true,
  ""Innenausstattung"": ""Klimaautomatik (Thermatic 2-Zonen)"",
  ""Lenkrad (Leder Nappa)"": true,
  ""Assistenzsysteme"": true,
  ""Anti-Blockier-System (ABS)"": true,
  ""Elektron. Stabilitäts-Programm (ESP)"": true,
  ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
  ""Fahrassistenz-System: aktiver Bremsassistent"": true,
  ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
  ""Fahrassistenz-System: Bergabfahrkontrolle (Downhill-Speed-Regulation)"": true,
  ""Fahrassistenz-System: Berganfahrhilfe"": true,
  ""Fahrassistenz-System: Seitenwind-Assistent"": true,
  ""Mercedes-Benz Notrufsystem"": true,
  ""Reifendruck-Kontrollsystem"": true,
  ""Rußpartikelfilter"": true,
  ""Sitze + Polster"": true,
  ""3.Sitzreihe elektr. klappbar"": true,
  ""Mittelarmlehne vorn mit Fach"": true,
  ""Rücksitzlehne geteilt / klappbar"": true,
  ""Sitze vorn elektr. verstellbar"": true,
  ""Scheinwerfer + Leuchten"": true,
  ""Heckleuchten LED"": true,
  ""Adaptives Bremslicht"": true,
  ""Airmatic DC / Air Body Control (Luftfederung)"": true,
  ""Aktive Motorhaube"": true,
  ""Design- und Ausstattungslinie AMG Line"": true,
  ""Feststellbremse elektrisch"": true,
  ""Gepäcknetz / Tasche an Vordersitzlehne"": true,
  ""Gepäckraumabdeckung / Rollo"": true,
  ""Getriebe Automatik - (9-Stufen)"": true,
  ""Handschuhfach mit Kühlfunktion"": true,
  ""Infotainment-System: Mercedes me connect"": true,
  ""Karosserie: 5-türig"": true,
  ""Lenksäule (Lenkrad) mechan. verstellbar"": true,
  ""Weitere Fotos, Details und Top Angebote finden Sie unter www.hs-automobile-hamburg.de""
}"
19," {
  ""TUV"": false,
  ""Scheckheft"": true,
  ""Bereifung"": ""Allwetterreifen"",
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""Burmester (Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Ambiente-Beleuchtung"": false,
  ""Audio-Navigationssystem"": ""COMAND Online"",
  ""Smartphone integriert"": true,
  ""Infotainment-System"": ""Remote Online"",
  ""Fahrassistenz-System"": {
    ""Verkehrszeichenerkennung"": true,
    ""Bremssättel Rot lackiert"": true,
    ""Cargo-Organizer (Kofferbodenwanne mit Staubox)"": true,
    ""Dachträger / Grundträger"": true,
    ""Durchladeeinrichtung"": true,
    ""Fahrassistenz-Paket Plus"": true,
    ""Außenspiegel mit aktivem Totwinkel-Assistent"": true,
    ""Abstandsregeltempomat Distronic Plus mit Lenk-Assistent"": true,
    ""Airbag Beifahrerseite abschaltbar"": true,
    ""Fahrassistenz-System: aktiver Spurhalteassistent"": true,
    ""Fahrassistenz-System: Fernlichtassistent Adaptive plus"": true,
    ""Ionisator zur Luftreinigung"": true,
    ""Klimaanlage im Fond"": true,
    ""Lenkrad (AMG Performance, Dinamica)"": true,
    ""LM-Felgen 10,5x22 (AMG, Vielspeichen schwarz, glanzgedreht)"": true,
    ""Metallic-Lackierung"": true,
    ""Night-Paket"": true,
    ""Außenspiegel schwarz lackiert"": true,
    ""Dachreling"": true,
    ""Seitenscheiben hinten und Heckscheibe abgedunkelt"": true,
    ""LM-Felgen"": true,
    ""Panorama-Schiebedach"": true,
    ""Park-Paket"": true,
    ""Fahrassistenz-System: aktiver Park-Assistent"": true,
    ""Kamerasystem 360 Grad"": true,
    ""Reifen-Reparaturset (Tirefit)"": true,
    ""Seitenairbag (Sidebag) hinten"": true,
    ""Servoschliessung für Türen"": true,
    ""Sonnenschutzrollo an Türscheiben hinten"": true,
    ""Sound-System Harman-Kardon mit Logic7-Surround-System"": true,
    ""Spiegel-Paket"": true,
    ""Außenspiegel elektr. anklappbar"": true,
    ""Außenspiegel mit Umfeldleuchte"": true,
    ""Außen-/Innenspiegel mit Abblendautomatik"": true,
    ""3.Sitzreihe elektr. klappbar"": true,
    ""Active Curve System"": true,
    ""Adaptives Bremslicht"": true,
    ""Airbag Fahrer-/Beifahrerseite"": true,
    ""AMG-Optic-/Styling-Paket 1"": true,
    ""Antriebs-Schlupfregelung (ASR)"": true,
    ""Antriebsart"": ""Allradantrieb"",
    ""Armaturentafel in Ledernachbildung Artico"": true,
    ""Außenspiegel elektr. verstell- und heizbar, beide"": true,
    ""Blinkleuchte in Außenspiegel integriert"": true,
    ""Bremsanlage mit großen Bremsscheiben (Hochleistungs-Bremssystem)"": true,
    ""Dachreling (Aluminium)"": true,
    ""Design- und Ausstattungslinie Standard"": true,
    ""Easy-Entry Funktion"": true,
    ""Edelstahlpedale Sportdesign"": true,
    ""Einstiegschienen (Edelstahl)"": true,
    ""Elektron. Stabilitäts-Programm (ESP)"": true,
    ""elektronisches Traktionssystem (ETS)"": true,
    ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
    ""Fahrassistenz-System: aktiver Bremsassistent"": true,
    ""Bremsassistent"": true,
    ""Fahrassistenz-System: Auffahrwarnsystem mit Bremsfunktion (Collision Prevention Assist)"": true,
    ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
    ""Fahrassistenz-System: Berganfahrhilfe"": true,
    ""Fahrassistenz-System: Seitenwind-Assistent"": true,
    ""Fensterheber elektrisch vorn + hinten"": true,
    ""Feststellbremse elektrisch"": true,
    ""Fußmatten AMG"": true,
    ""Gepäcknetz / Tasche an Vordersitzlehne"": true,
    ""Gepäckraumabdeckung / Rollo"": true,
    ""Getriebe Automatik - (7-Stufen)"": true,
    ""Handschuhfach mit Kühlfunktion"": true,
    ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
    ""Heckleuchten LED"": true,
    ""Infotainment-System: Mercedes me connect"": true,
    ""Innenausstattung: Zierteile Aluminium"": true,
    ""Intelligent Light System LED"": true,
    ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
    ""Karosserie: 5-türig"": true,
    ""Keyless-Go Startanlage und Zentralverriegelung"": true,
    ""Knieairbag Fahrerseite"": true,
    ""Komfort-Klimaautomatik (Thermotronik 3-Zonen)"": true,
    ""Kopf-Airbag-System (Windowbag)"": true,
    ""Kotflügelverkleidungen"": true,
    ""Kotflügelverstärkung"": true,
    ""Lackierung"": false,
    ""Leichtmetallfelgen"": true,
    ""Lenkrad-Außengriff"": true,
    ""Lenkradheizung"": true,
    ""Lichtanlage"": false,
    ""Lederlenkrad"": false,
    ""Lederpolsterungen"": false,
    ""Motor"": false,
    ""Navigationssystem"": ""COMAND Online"",
    ""Parkassistenten"": true,
    ""Radiosystem"": false,
    ""Satteltapeten"": false,
    ""Scheinwerferverkleidungen"": false,
    ""Schlüsselanlage"": false,
    ""Sitzbankkühlung"": true,
    ""Sitzheizung"": true,
    ""Stauvorräume"": false,
    ""Tachometer"": false,
    ""Uhr"": false,
    ""Wetterschutzbekleidungen"": false,
    ""Winkel- und Bremslicht"": false,
    ""Wohnwagenausstattung"": false,
    ""Zentralverriegelung"": true,
    ""Zylinderkopf"": false
}"
20," {
  ""TUV"": ""TÜV wird bei Übergabe neu gemacht"",
  ""Scheckheft"": ""lückenlos bei Mercedes, Service A neu"",
  ""Bereifung"": ""8-fach (keine Angaben zum Ganzjahresreifen)"",
  ""Garantie"": ""Junge Sterne 24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_Standard"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
21," {
  ""tuv"": ""TÜV wird bei Übergabe neu gemacht"",
  ""service_history"": ""lückenlos"",
  ""mileage"": [30352, 55673, 80158, 106342, 109773],
  ""extras"": {
    ""adaptive_wipers"": true,
    ""ambient_lighting"": true,
    ""amg_line_interior"": true,
    ""leather_dashboard"": true,
    ""command_online_audio_nav"": true,
    ""chromed_hood"": true,
    ""fahrassistenz_paket_plus"": true,
    ""adaptive_headlights"": true,
    ""ionizer"": true,
    ""wooden_steering_wheel"": true,
    ""metallic_paint"": true,
    ""panoramic_roof"": true,
    ""parking_package"": true,
    ""tire_repair_kit"": true,
    ""rear_side_airbag"": true,
    ""bang_olufsen_sound_system"": true,
    ""exterior_mirror_package"": true,
    ""aluminum_side_steps"": true,
    ""vsg_windshield"": true,
    ""additional_features"": [
      ""2-flute exhaust"",
      ""adaptive brake lights"",
      ""driver and passenger airbags"",
      ""active hood"",
      ""ASR traction control"",
      ""all-wheel drive"",
      ""electrically adjustable and heated exterior mirrors"",
      ""exterior mirrors in vehicle color"",
      ""integrated blinkers on exterior mirrors"",
      ""aluminum roof rail"",
      ""standard design and features"",
      ""easy entry function"",
      ""ETS electronic traction system"",
      ""adaptive driving modes (Agility Select / Dynamic Select)"",
      ""active brake assist"",
      ""active parking assist"",
      ""attention assist (drowsy driver sensor)"",
      ""downhill speed regulation"",
      ""hill start assist"",
      ""side wind assist"",
      ""electric window lifters front and rear"",
      ""electric parking brake"",
      ""front center armrest"",
      ""V8 engine 4.7 L - 335 kW"",
      ""PRE-SAFE system"",
      ""radial tire sensors"",
      ""split and folding rear seats"",
      ""euro 6 emission standard"",
      ""front side airbags"",
      ""electrically adjustable and heated front seats"",
      ""heated front seats"",
      ""sun visors with mirrors (lighted)"",
      ""start-stop system"",
      ""12V power socket"",
      ""underbody protection"",
      ""tinted windows""
    ]
  },
  ""warranty"": ""Garantie auf Anfrage"",
  ""accident_free"": true,
  ""damages"": {
    ""hidden_accidents"": [],
    ""visible_accidents"": []
  },
  ""tire_info"": {
    ""type"": ""8-fach bereift"",
    ""allweather"": true
  }
}"
22," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Bereifung Type"": ""Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
